"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU3397"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Russulales"	"Bondarzewiaceae"	"Heterobasidion"	"Heterobasidion_araucariae"	"RDP"
"OTU3398"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3399"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_graminis"	"RDP"
"OTU3400"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"IDTAXA"
"OTU3401"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Cladorrhinum"	"Cladorrhinum_flexuosum"	"RDP"
"OTU3402"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Minutisphaerales"	"Minutisphaeraceae"	"Minutisphaera"	"Minutisphaera_aspera"	"IDTAXA"
"OTU3403"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Atractium"	"Atractium_stilbaster"	"RDP"
"OTU3404"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3405"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3406"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Cladophialophora"	"Cladophialophora_chaetospira"	"RDP"
"OTU3407"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3408"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3409"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_camemberti"	"IDTAXA"
"OTU3410"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3411"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU3412"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU3413"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3414"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3415"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3416"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Thelephorales"	"Thelephoraceae"	NA	NA	"RDP"
"OTU3417"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	NA	NA	"RDP"
"OTU3418"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Arthrobotrys"	"Arthrobotrys_conoides"	"RDP"
"OTU3419"	"Fungi"	"Mucoromycota"	"Mucoromycetes"	"Mucorales"	"Mucoraceae"	"Mucor"	"Mucor_laxorrhizus"	"RDP"
"OTU3420"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliales_fam_Incertae_sedis"	"Vermispora"	"Vermispora_fusarina"	"RDP"
"OTU3421"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU3422"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU3423"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3424"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU3425"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	NA	"RDP"
"OTU3426"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_microchlamydospora"	"RDP"
"OTU3427"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3428"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3429"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3430"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA	"RDP"
"OTU3431"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	NA	NA	"RDP"
"OTU3432"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3433"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	NA	NA	"RDP"
"OTU3434"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3435"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3436"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3437"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Knufia"	NA	"RDP"
"OTU3438"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"OTU3439"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	NA	NA	"RDP"
"OTU3440"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Thelebolales"	"Pseudeurotiaceae"	"Pseudeurotium"	"Pseudeurotium_bakeri"	"IDTAXA"
"OTU3441"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3442"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3443"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA	"RDP"
"OTU3444"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3445"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3446"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3447"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3448"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3449"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3450"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Cordycipitaceae"	"Gibellula"	NA	"RDP"
"OTU3451"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Trichopeziza"	"Trichopeziza_mollissima"	"RDP"
"OTU3452"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA	"IDTAXA"
"OTU3453"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU3454"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	NA	"RDP"
"OTU3455"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Hymenochaetales"	"Schizoporaceae"	"Hyphodontia"	"Hyphodontia_sp"	"IDTAXA"
"OTU3456"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Botryosphaeriales"	"Aplosporellaceae"	"Aplosporella"	"Aplosporella_prunicola"	"RDP"
"OTU3457"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3458"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lophiostomataceae"	"Lophiostoma"	"Lophiostoma_sp"	"IDTAXA"
"OTU3459"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"	"RDP"
"OTU3460"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Ascobolaceae"	"Ascobolus"	"Ascobolus_sp"	"IDTAXA"
"OTU3461"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Ramicandelaber"	"Ramicandelaber_sp"	"IDTAXA"
"OTU3462"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3463"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Teichosporaceae"	"Teichospora"	"Teichospora_rubriostiolata"	"RDP"
"OTU3464"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	NA	"RDP"
"OTU3465"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3466"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Lecanorales"	"Haematommataceae"	"Haematomma"	"Haematomma_africanum"	"RDP"
"OTU3467"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3468"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3469"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3470"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS07"	NA	NA	NA	"RDP"
"OTU3471"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Candida"	"Candida_sp"	"IDTAXA"
"OTU3472"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"	"RDP"
"OTU3473"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3474"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3475"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3476"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3477"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3478"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3479"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3480"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"	"RDP"
"OTU3481"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_pectinata"	"IDTAXA"
"OTU3482"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Peziza"	"Peziza_sp"	"IDTAXA"
"OTU3483"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3484"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3485"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_vinaceobrunnea"	"RDP"
"OTU3486"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU3487"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3488"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3489"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3490"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU3491"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3492"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3493"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3494"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Plectosphaerellaceae"	"Gibellulopsis"	"Gibellulopsis_chrysanthemi"	"IDTAXA"
"OTU3495"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU3496"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	NA	NA	"RDP"
"OTU3497"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"OTU3498"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Amylocarpus"	"Amylocarpus_encephaloides"	"RDP"
"OTU3499"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3500"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3501"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Plectosphaerellaceae"	NA	NA	"RDP"
"OTU3502"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA	"RDP"
"OTU3503"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA	"RDP"
"OTU3504"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3505"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3506"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Exidiaceae"	"Basidiodendron"	"Basidiodendron_luteogriseum"	"RDP"
"OTU3507"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Ascobolaceae"	"Ascobolus"	NA	"RDP"
"OTU3508"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA	"RDP"
"OTU3509"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3510"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3511"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3512"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3513"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU3514"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3515"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU3516"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3517"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU3518"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenaceae"	"Auxarthron"	NA	"RDP"
"OTU3519"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"	"RDP"
"OTU3520"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3521"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Clavulinaceae"	NA	NA	"RDP"
"OTU3522"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3523"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Ramicandelaber"	"Ramicandelaber_longisporus"	"RDP"
"OTU3524"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU3525"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3526"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Arthrobotrys"	"Arthrobotrys_conoides"	"RDP"
"OTU3527"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3528"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3529"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	NA	NA	NA	"RDP"
"OTU3530"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU3531"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3532"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3533"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	NA	"RDP"
"OTU3534"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Stachybotryaceae"	"Smaragdiniseta"	"Smaragdiniseta_bisetosa"	"RDP"
"OTU3535"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3536"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3537"	"Fungi"	"Ascomycota"	"Geoglossomycetes"	"Geoglossales"	NA	NA	NA	"RDP"
"OTU3538"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Mycena"	"Mycena_zephirus"	"RDP"
"OTU3539"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Glomerellaceae"	"Colletotrichum"	"Colletotrichum_circinans"	"RDP"
"OTU3540"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_globosa"	"RDP"
"OTU3541"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3542"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3543"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Myrmecridiales"	"Myrmecridiaceae"	"Myrmecridium"	"Myrmecridium_schulzeri"	"IDTAXA"
"OTU3544"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"RDP"
"OTU3545"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	NA	NA	NA	"RDP"
"OTU3546"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3547"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3548"	"Fungi"	"Glomeromycota"	"Archaeosporomycetes"	"Archaeosporales"	"Archaeosporaceae"	NA	NA	"RDP"
"OTU3549"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU3550"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Stephanosporaceae"	"Cristinia"	NA	"RDP"
"OTU3551"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU3552"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU3553"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU3554"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3555"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiaceae"	"Rhizophydium"	"Rhizophydium_brooksianum"	"RDP"
"OTU3556"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU3557"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3558"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3559"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3560"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3561"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3562"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	"Leucosporidiaceae"	"Mastigobasidium"	"Mastigobasidium_sp"	"IDTAXA"
"OTU3563"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	"Syncephalis_sp"	"IDTAXA"
"OTU3564"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU3565"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU3566"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU3567"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Myxozyma"	"Myxozyma_melibiosi"	"RDP"
"OTU3568"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3569"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Podoscyphaceae"	"Hypochnicium"	"Hypochnicium_sp"	"IDTAXA"
"OTU3570"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3571"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3572"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3573"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3574"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU3575"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3576"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"OTU3577"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3578"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Sphaerostilbella"	"Sphaerostilbella_lutea"	"RDP"
"OTU3579"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3580"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_geosporum"	"IDTAXA"
"OTU3581"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Polyporales_fam_Incertae_sedis"	"Climacocystis"	"Climacocystis_borealis"	"RDP"
"OTU3582"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Microdochiaceae"	"Idriella"	"Idriella_sp"	"IDTAXA"
"OTU3583"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3584"	"Fungi"	"Blastocladiomycota"	"Blastocladiomycetes"	"Blastocladiales"	"Catenariaceae"	"Catenaria"	"Catenaria_anguillulae"	"RDP"
"OTU3585"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Dactylonectria"	"Dactylonectria_anthuriicola"	"RDP"
"OTU3586"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU3587"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU3588"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	"Talaromyces_luteus"	"RDP"
"OTU3589"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	NA	"IDTAXA"
"OTU3590"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Starmerella"	"Starmerella_lactis-condensi"	"RDP"
"OTU3591"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3592"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	NA	NA	NA	"RDP"
"OTU3593"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3594"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU3595"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3596"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"OTU3597"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3598"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3599"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporales_fam_Incertae_sedis"	"Pteridiospora"	"Pteridiospora_sp"	"IDTAXA"
"OTU3600"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Amorosiaceae"	"Angustimassarina"	"Angustimassarina_acerina"	"RDP"
"OTU3601"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3602"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	NA	NA	"RDP"
"OTU3603"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Mirandina"	"Mirandina_sp"	"IDTAXA"
"OTU3604"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Clavulinaceae"	NA	NA	"RDP"
"OTU3605"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3606"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3607"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU3608"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU3609"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3610"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU3611"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Chalara"	"Chalara_piceae-abietis"	"RDP"
