"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"ASV2110"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Holtermanniales"	"Holtermanniales_fam_Incertae_sedis"	"Holtermanniella"	"Holtermanniella_takashimae"	"RDP"
"ASV2111"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2112"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2113"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	NA	NA	NA	"RDP"
"ASV2114"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"ASV2115"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2116"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Alphamycetaceae"	"Betamyces"	"Betamyces_sp"	"IDTAXA"
"ASV2117"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"ASV2118"	"Fungi"	"Basidiomycota"	"Classiculomycetes"	"Classiculales"	"Classiculaceae"	"Classicula"	"Classicula_sinensis"	"RDP"
"ASV2119"	"Fungi"	"Chytridiomycota"	"Rhizophlyctidomycetes"	"Rhizophlyctidales"	"Rhizophlyctidaceae"	"Rhizophlyctis"	"Rhizophlyctis_rosea"	"RDP"
"ASV2120"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Occultifur"	NA	"RDP"
"ASV2121"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2122"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2123"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Torulaceae"	"Torula"	"Torula_hollandica"	"RDP"
"ASV2124"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2125"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Acidomelania"	"Acidomelania_panicicola"	"RDP"
"ASV2126"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	NA	"RDP"
"ASV2127"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS08"	NA	NA	NA	"RDP"
"ASV2128"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Pleurotheciales"	"Pleurotheciaceae"	NA	NA	"RDP"
"ASV2129"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"ASV2130"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_sp"	"IDTAXA"
"ASV2131"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2132"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	"Periconia_sp"	"IDTAXA"
"ASV2133"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Phaffomycetaceae"	"Barnettozyma"	"Barnettozyma_californica"	"RDP"
"ASV2134"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pluteaceae"	"Volvopluteus"	"Volvopluteus_gloiocephalus"	"RDP"
"ASV2135"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2136"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Fusarium"	NA	"RDP"
"ASV2137"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Spirosphaera"	"Spirosphaera_floriformis"	"RDP"
"ASV2138"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_domesticum"	"RDP"
"ASV2139"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Sordariaceae"	"Neurospora"	"Neurospora_terricola"	"RDP"
"ASV2140"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"RDP"
"ASV2141"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Bionectriaceae"	"Paracylindrocarpon"	"Paracylindrocarpon_aloicola"	"IDTAXA"
"ASV2142"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"IDTAXA"
"ASV2143"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"ASV2144"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Scytalidium"	"Scytalidium_lignicola"	"IDTAXA"
"ASV2145"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	NA	NA	NA	NA	"IDTAXA"
"ASV2146"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"ASV2147"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2148"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_deminutus"	"IDTAXA"
"ASV2149"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Cercophora"	"Cercophora_sp"	"IDTAXA"
"ASV2150"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metacordyceps"	"Metacordyceps_chlamydosporia"	"RDP"
"ASV2151"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Parascedosporium"	"Parascedosporium_putredinis"	"RDP"
"ASV2152"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Bionectriaceae"	"Paracylindrocarpon"	"Paracylindrocarpon_aloicola"	"IDTAXA"
"ASV2153"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Gibberella"	"Gibberella_tricincta"	"RDP"
"ASV2154"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"ASV2155"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Cantharellales_fam_Incertae_sedis"	"Sistotrema"	NA	"IDTAXA"
"ASV2156"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Gymnoascaceae"	"Leucothecium"	"Leucothecium_emdenii"	"IDTAXA"
"ASV2157"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2158"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_panaeoloides"	"RDP"
"ASV2159"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"ASV2160"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2161"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"ASV2162"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryales"	"Ustilentylomataceae"	"Ustilentyloma"	"Ustilentyloma_graminis"	"RDP"
"ASV2163"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2164"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Iodophanus"	"Iodophanus_testaceus"	"RDP"
"ASV2165"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_disseminatus"	"RDP"
"ASV2166"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	"Syncephalis_sp"	"IDTAXA"
"ASV2167"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2168"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA	"RDP"
"ASV2169"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Clavariaceae"	"Clavaria"	"Clavaria_californica"	"RDP"
"ASV2170"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Gymnoascaceae"	NA	NA	"IDTAXA"
"ASV2171"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS08"	NA	NA	NA	"RDP"
"ASV2172"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA	"RDP"
"ASV2173"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Helvellaceae"	NA	NA	"IDTAXA"
"ASV2174"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2175"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2176"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"IDTAXA"
"ASV2177"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_sp"	"IDTAXA"
"ASV2178"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Operculomyces"	"Operculomyces_laminatus"	"RDP"
"ASV2179"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Panaeolus"	"Panaeolus_fimicola"	"IDTAXA"
"ASV2180"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"ASV2181"	"Fungi"	"Monoblepharomycota"	"Monoblepharidomycetes"	NA	NA	NA	NA	"RDP"
"ASV2182"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Neosetophoma"	"Neosetophoma_rosarum"	"RDP"
"ASV2183"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2184"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_sp"	"IDTAXA"
"ASV2185"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Clitocybe"	"Clitocybe_brunneocaperata"	"RDP"
"ASV2186"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	"Chytridiaceae"	NA	NA	"IDTAXA"
"ASV2187"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_sp"	"IDTAXA"
"ASV2188"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_buchloes"	"RDP"
"ASV2189"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2190"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Thelonectria"	"Thelonectria_rubrococca"	"RDP"
"ASV2191"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Kernia"	"Kernia_geniculotricha"	"RDP"
"ASV2192"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Chaetomium"	"Chaetomium_globosum"	"RDP"
"ASV2193"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2194"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Ilyonectria"	"Ilyonectria_macrodidyma"	"RDP"
"ASV2195"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lentitheciaceae"	"Darksidea"	"Darksidea_epsilon"	"RDP"
"ASV2196"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"ASV2197"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"ASV2198"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"ASV2199"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Scutellinia"	"Scutellinia_sp"	"IDTAXA"
"ASV2200"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"ASV2201"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2202"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	"Syncephalis_sp"	"IDTAXA"
"ASV2203"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	NA	NA	"RDP"
"ASV2204"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2205"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Septoria"	"Septoria_epilobii"	"RDP"
"ASV2206"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2207"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2208"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	NA	NA	NA	"IDTAXA"
"ASV2209"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Septoria"	"Septoria_oenanthicola"	"RDP"
"ASV2210"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Cyphellophoraceae"	"Cyphellophora"	"Cyphellophora_vermispora"	"IDTAXA"
"ASV2211"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Phaeomoniellales"	"Celotheliaceae"	NA	NA	"RDP"
"ASV2212"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"IDTAXA"
"ASV2213"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Halosphaeriaceae"	"Remispora"	"Remispora_stellata"	"IDTAXA"
"ASV2214"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2215"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Cercophora"	"Cercophora_sp"	"IDTAXA"
"ASV2216"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Volutella"	NA	"RDP"
"ASV2217"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2218"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_striaepes"	"RDP"
"ASV2219"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiales_fam_Incertae_sedis"	"Sakaguchia"	"Sakaguchia_lamellibrachiae"	"RDP"
"ASV2220"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	"Coniochaetaceae"	"Lecythophora"	"Lecythophora_sp"	"IDTAXA"
"ASV2221"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2222"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	NA	NA	NA	NA	"IDTAXA"
"ASV2223"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sacchariolens"	"RDP"
"ASV2224"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascales_fam_Incertae_sedis"	"Vermiculariopsiella"	"Vermiculariopsiella_pini"	"RDP"
"ASV2225"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Powellomycetaceae"	"Powellomyces"	"Powellomyces_sp"	"IDTAXA"
"ASV2226"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_flanaganii"	"RDP"
"ASV2227"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2228"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	NA	NA	NA	"RDP"
"ASV2229"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Arthrobotrys"	"Arthrobotrys_scaphoides"	"RDP"
"ASV2230"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiales_fam_Incertae_sedis"	"Sakaguchia"	"Sakaguchia_lamellibrachiae"	"RDP"
"ASV2231"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Dermateaceae"	"Calloria"	NA	"IDTAXA"
"ASV2232"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"ASV2233"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Zopfiella"	"Zopfiella_marina"	"RDP"
"ASV2234"	"Fungi"	"Mucoromycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2235"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2236"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"ASV2237"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2238"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Setophoma"	"Setophoma_terrestris"	"RDP"
"ASV2239"	"Fungi"	"Monoblepharomycota"	"Sanchytriomycetes"	"Sanchytriales"	"Sanchytriaceae"	"Sanchytrium"	"Sanchytrium_sp"	"IDTAXA"
"ASV2240"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2241"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2242"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2243"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_grammopodia"	"RDP"
"ASV2244"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2245"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2246"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2247"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2248"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiaceae"	"Rhizophydium"	"Rhizophydium_sp"	"IDTAXA"
"ASV2249"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2250"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	NA	NA	"RDP"
"ASV2251"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2252"	"Fungi"	"Glomeromycota"	"Archaeosporomycetes"	"Archaeosporales"	"Archaeosporaceae"	NA	NA	"RDP"
"ASV2253"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Sclerotiniaceae"	"Sclerencoelia"	"Sclerencoelia_fascicularis"	"RDP"
"ASV2254"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"ASV2255"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"IDTAXA"
"ASV2256"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2257"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2258"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Entoloma"	"Entoloma_sp"	"IDTAXA"
"ASV2259"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2260"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2261"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetaceae"	"Torulaspora"	"Torulaspora_sp"	"IDTAXA"
"ASV2262"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2263"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Gibberella"	"Gibberella_intricans"	"RDP"
"ASV2264"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryomycetes_ord_Incertae_sedis"	"Chrysozymaceae"	"Slooffia"	"Slooffia_cresolica"	"RDP"
"ASV2265"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"Schizothecium_inaequale"	"RDP"
"ASV2266"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"ASV2267"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	"Cheilymenia"	"Cheilymenia_theleboloides"	"RDP"
"ASV2268"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2269"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	NA	NA	"RDP"
"ASV2270"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_rishikesha"	"RDP"
"ASV2271"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2272"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	NA	"IDTAXA"
"ASV2273"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2274"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"ASV2275"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"IDTAXA"
"ASV2276"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	NA	NA	NA	"RDP"
"ASV2277"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2278"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	NA	NA	NA	"RDP"
"ASV2279"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiaceae"	"Rhizophydium"	"Rhizophydium_brooksianum"	"RDP"
"ASV2280"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Bionectriaceae"	"Clonostachys"	NA	"IDTAXA"
"ASV2281"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2282"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	NA	"RDP"
"ASV2283"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Amphisphaeriaceae"	"Polyscytalum"	"Polyscytalum_pustulans"	"RDP"
"ASV2284"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Minimelanolocus"	NA	"IDTAXA"
"ASV2285"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	NA	NA	NA	"IDTAXA"
"ASV2286"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	"Leucosporidiaceae"	"Leucosporidium"	"Leucosporidium_sp"	"IDTAXA"
"ASV2287"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"ASV2288"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"ASV2289"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Piptocephalis"	NA	"IDTAXA"
"ASV2290"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	"Sympoventuriaceae"	"Ochroconis"	"Ochroconis_icarus"	"RDP"
"ASV2291"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Fomitopsidaceae"	NA	NA	"RDP"
"ASV2292"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_subtilis"	"RDP"
"ASV2293"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2294"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2295"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2296"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2297"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	"Pholiota_squarrosa"	"RDP"
"ASV2298"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"ASV2299"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	"Preussia_persica"	"IDTAXA"
"ASV2300"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2301"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	"Periconia_pseudodigitata"	"RDP"
"ASV2302"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA	"IDTAXA"
"ASV2303"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"ASV2304"	"Fungi"	"Ascomycota"	"Pezizomycotina_cls_Incertae_sedis"	"Pezizomycotina_ord_Incertae_sedis"	"Pezizomycotina_fam_Incertae_sedis"	"Ciliophora"	NA	"RDP"
"ASV2305"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2306"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Thelephorales"	"Thelephoraceae"	NA	NA	"RDP"
"ASV2307"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2308"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"ASV2309"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"ASV2310"	NA	NA	NA	NA	NA	NA	NA	"RDP"
