"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU2761"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Ramicandelaber"	"Ramicandelaber_longisporus"	"RDP"
"OTU2762"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"IDTAXA"
"OTU2763"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_sp"	"IDTAXA"
"OTU2764"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2765"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2766"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Dactylella"	"Dactylella_rhopalota"	"RDP"
"OTU2767"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2768"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	NA	"IDTAXA"
"OTU2769"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2770"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2771"	"Fungi"	"Mucoromycota"	"Mucoromycetes"	"Mucorales"	"Mucoraceae"	NA	NA	"RDP"
"OTU2772"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU2773"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Tricholoma"	"Tricholoma_saponaceum"	"RDP"
"OTU2774"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2775"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU2776"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Rhytismatales"	NA	NA	NA	"RDP"
"OTU2777"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"RDP"
"OTU2778"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_globulifera"	"RDP"
"OTU2779"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"RDP"
"OTU2780"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2781"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2782"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2783"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_furcata"	"RDP"
"OTU2784"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2785"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2786"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2787"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2788"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2789"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2790"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiales_fam_Incertae_sedis"	"Chalara"	"Chalara_sp"	"IDTAXA"
"OTU2791"	"Fungi"	"Blastocladiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2792"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Apiotrichum"	"Apiotrichum_scarabaeorum"	"RDP"
"OTU2793"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	NA	NA	"IDTAXA"
"OTU2794"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2795"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Boletales"	"Gyrodontaceae"	"Gyrodon"	"Gyrodon_lividus"	"RDP"
"OTU2796"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Ramularia"	"Ramularia_neodeusta"	"RDP"
"OTU2797"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2798"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	NA	"RDP"
"OTU2799"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2800"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_alstroemeriae"	"RDP"
"OTU2801"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2802"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2803"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"IDTAXA"
"OTU2804"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"IDTAXA"
"OTU2805"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2806"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2807"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2808"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2809"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"	"RDP"
"OTU2810"	"Fungi"	"Basidiomycota"	"Agaricostilbomycetes"	"Agaricostilbales"	"Kondoaceae"	"Bensingtonia"	"Bensingtonia_sp"	"IDTAXA"
"OTU2811"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2812"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Podoscyphaceae"	"Cotylidia"	"Cotylidia_undulata"	"RDP"
"OTU2813"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU2814"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2815"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Ajellomycetaceae"	"Blastomyces"	"Blastomyces_helicus"	"RDP"
"OTU2816"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Clitopilus"	NA	"RDP"
"OTU2817"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Phomatosporales"	"Phomatosporaceae"	"Phomatospora"	"Phomatospora_biseriata"	"RDP"
"OTU2818"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Clavulinaceae"	NA	NA	"RDP"
"OTU2819"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU2820"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2821"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA	"IDTAXA"
"OTU2822"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_heimaeyensis"	"RDP"
"OTU2823"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU2824"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Zoopagaceae"	"Acaulopage"	NA	"RDP"
"OTU2825"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2826"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_radicina"	"RDP"
"OTU2827"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Podoscyphaceae"	"Hypochnicium"	"Hypochnicium_sp"	"IDTAXA"
"OTU2828"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU2829"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2830"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2831"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Cephalotrichum"	"Cephalotrichum_asperulum"	"RDP"
"OTU2832"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2833"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2834"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2835"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2836"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_moseri"	"RDP"
"OTU2837"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2838"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2839"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiales_fam_Incertae_sedis"	"Sakaguchia"	NA	"IDTAXA"
"OTU2840"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	"Hanseniaspora_sp"	"IDTAXA"
"OTU2841"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Cystobasidiales"	"Cystobasidiaceae"	"Cystobasidium"	"Cystobasidium_slooffiae"	"RDP"
"OTU2842"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA	"RDP"
"OTU2843"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_geophylla"	"RDP"
"OTU2844"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Ramicandelaber"	"Ramicandelaber_taiwanensis"	"RDP"
"OTU2845"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreales_fam_Incertae_sedis"	"Sarocladium"	"Sarocladium_kiliense"	"RDP"
"OTU2846"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2847"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2848"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2849"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2850"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2851"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Leotiaceae"	"Alatospora"	"Alatospora_acuminata"	"RDP"
"OTU2852"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2853"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU2854"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2855"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU2856"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2857"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2858"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	NA	NA	NA	"RDP"
"OTU2859"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2860"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2861"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2862"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2863"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_sublatispora"	"RDP"
"OTU2864"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2865"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2866"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU2867"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA	"IDTAXA"
"OTU2868"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2869"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU2870"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Epicoccum"	"Epicoccum_thailandicum"	"RDP"
"OTU2871"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU2872"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	"Arthrobotrys"	"Arthrobotrys_xiangyunensis"	"RDP"
"OTU2873"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2874"	"Fungi"	"Basidiobolomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2875"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	"Diversispora_sp"	"IDTAXA"
"OTU2876"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2877"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2878"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2879"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2880"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2881"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreales_fam_Incertae_sedis"	NA	NA	"RDP"
"OTU2882"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2883"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2884"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_furcata"	"RDP"
"OTU2885"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2886"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2887"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2888"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Pichiaceae"	"Ogataea"	"Ogataea_salicorniae"	"RDP"
"OTU2889"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2890"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Bionectriaceae"	"Valsonectria"	"Valsonectria_pulchella"	"RDP"
"OTU2891"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	NA	NA	NA	"IDTAXA"
"OTU2892"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Hemimycena"	"Hemimycena_mairei"	"IDTAXA"
"OTU2893"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Magnaporthales"	"Magnaporthaceae"	"Falciphora"	"Falciphora_sp"	"IDTAXA"
"OTU2894"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2895"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU2896"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU2897"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2898"	"Fungi"	"Basidiomycota"	"Wallemiomycetes"	"Wallemiales"	"Wallemiaceae"	"Wallemia"	"Wallemia_muriae"	"RDP"
"OTU2899"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2900"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Stephanosporaceae"	"Lindtneria"	NA	"RDP"
"OTU2901"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU2902"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA	"RDP"
"OTU2903"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU2904"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Tulasnellaceae"	"Tulasnella"	NA	"RDP"
"OTU2905"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2906"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	"Lobulomycetales"	NA	NA	NA	"IDTAXA"
"OTU2907"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS05"	NA	NA	NA	"RDP"
"OTU2908"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2909"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	NA	NA	"IDTAXA"
"OTU2910"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2911"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2912"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2913"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Tetracladium"	"Tetracladium_sp"	"IDTAXA"
"OTU2914"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2915"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2916"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2917"	"Fungi"	"Basidiomycota"	"Pucciniomycetes"	NA	NA	NA	NA	"RDP"
"OTU2918"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleomassariaceae"	"Tumularia"	"Tumularia_sp"	"IDTAXA"
"OTU2919"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2920"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS11"	NA	NA	NA	"RDP"
"OTU2921"	"Fungi"	"Mortierellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2922"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2923"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU2924"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2925"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2926"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenales_fam_Incertae_sedis"	"Chrysosporium"	"Chrysosporium_lobatum"	"RDP"
"OTU2927"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_viride"	"RDP"
"OTU2928"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2929"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2930"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryales"	"Microbotryaceae"	"Microbotryum"	"Microbotryum_anomalum"	"RDP"
"OTU2931"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2932"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Funneliformis"	"Funneliformis_mosseae"	"RDP"
"OTU2933"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2934"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2935"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2936"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2937"	"Fungi"	"Monoblepharomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2938"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2939"	"Fungi"	"Basidiobolomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2940"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_salmonis"	"IDTAXA"
"OTU2941"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	"Pyrenochaeta_sp"	"IDTAXA"
"OTU2942"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Mycena"	"Mycena_rosella"	"RDP"
"OTU2943"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS04"	NA	NA	NA	"RDP"
"OTU2944"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Microdochiaceae"	NA	NA	"RDP"
"OTU2945"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2946"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Septoglomus"	"Septoglomus_viscosum"	"RDP"
"OTU2947"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU2948"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2949"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_sp"	"IDTAXA"
"OTU2950"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA	"RDP"
"OTU2951"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Gibberella"	"Gibberella_thapsina"	"RDP"
"OTU2952"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	"Coniochaetaceae"	NA	NA	"IDTAXA"
"OTU2953"	"Fungi"	"Basidiobolomycota"	"Basidiobolomycetes"	"Basidiobolales"	"Basidiobolaceae"	"Basidiobolus"	"Basidiobolus_magnus"	"RDP"
"OTU2954"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2955"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_carnescens"	"RDP"
"OTU2956"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Paracremonium"	"Paracremonium_inflatum"	"RDP"
"OTU2957"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2958"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Peltigerales"	NA	NA	NA	"RDP"
"OTU2959"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_leucotephra"	"IDTAXA"
"OTU2960"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_wolfii"	"IDTAXA"
"OTU2961"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2962"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU2963"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Muriphaeosphaeria"	"Muriphaeosphaeria_viburni"	"IDTAXA"
"OTU2964"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Claroideoglomeraceae"	"Claroideoglomus"	"Claroideoglomus_sp"	"IDTAXA"
"OTU2965"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2966"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2967"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU2968"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2969"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2970"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_victoriae"	"RDP"
"OTU2971"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2972"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2973"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU2974"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2975"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_marquandii"	"RDP"
"OTU2976"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
