"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU742"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Knufia"	"Knufia_epidermidis"	"RDP"
"OTU743"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU744"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Filobasidiales"	"Filobasidiaceae"	"Naganishia"	"Naganishia_albida"	"RDP"
"OTU745"	"Fungi"	"Basidiomycota"	"Cystobasidiomycetes"	"Erythrobasidiales"	"Erythrobasidiales_fam_Incertae_sedis"	"Sakaguchia"	"Sakaguchia_lamellibrachiae"	"RDP"
"OTU746"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU747"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Dictyosporiaceae"	"Dictyosporium"	"Dictyosporium_strelitziae"	"RDP"
"OTU748"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU749"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"	"RDP"
"OTU750"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU751"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Acrospermales"	"Acrospermales_fam_Incertae_sedis"	"Leptodiscella"	"Leptodiscella_africana"	"IDTAXA"
"OTU752"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Cantharellales_fam_Incertae_sedis"	"Sistotrema"	NA	"IDTAXA"
"OTU753"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"OTU754"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Cantharellaceae"	"Pseudocraterellus"	NA	"RDP"
"OTU755"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU756"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU757"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU758"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Ascobolaceae"	"Ascobolus"	"Ascobolus_crenulatus"	"RDP"
"OTU759"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinellus"	"Coprinellus_deminutus"	"IDTAXA"
"OTU760"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU761"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	NA	NA	"RDP"
"OTU762"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU763"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU764"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU765"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Russulales"	"Russulaceae"	"Russula"	"Russula_densifolia"	"RDP"
"OTU766"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Acrospermales"	"Acrospermales_fam_Incertae_sedis"	"Leptodiscella"	"Leptodiscella_sp"	"IDTAXA"
"OTU767"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU768"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	"Syncephalis_plumigaleata"	"RDP"
"OTU769"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_cyclaminis"	"RDP"
"OTU770"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU771"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU772"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU773"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU774"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	NA	NA	NA	"IDTAXA"
"OTU775"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU776"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Ophiosphaerella"	"Ophiosphaerella_sp"	"IDTAXA"
"OTU777"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_dolichospermus"	"IDTAXA"
"OTU778"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Bulleromyces"	"Bulleromyces_albus"	"RDP"
"OTU779"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU780"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU781"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Cosmospora"	"Cosmospora_arxii"	"RDP"
"OTU782"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_buchloes"	"RDP"
"OTU783"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU784"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Tricholoma"	"Tricholoma_saponaceum"	"RDP"
"OTU785"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU786"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	NA	NA	NA	"IDTAXA"
"OTU787"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU788"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU789"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU790"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU791"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Thelebolales"	"Pseudeurotiaceae"	"Pseudogymnoascus"	"Pseudogymnoascus_roseus"	"RDP"
"OTU792"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Microbotryomycetes_ord_Incertae_sedis"	"Chrysozymaceae"	NA	NA	"IDTAXA"
"OTU793"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	NA	NA	"RDP"
"OTU794"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	NA	"RDP"
"OTU795"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiales_fam_Incertae_sedis"	"Coralloidiomyces"	"Coralloidiomyces_digitatus"	"IDTAXA"
"OTU796"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	NA	NA	"RDP"
"OTU797"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Stachybotryaceae"	"Paramyrothecium"	"Paramyrothecium_humicola"	"RDP"
"OTU798"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_gladioli"	"RDP"
"OTU799"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Muyocopronales"	NA	NA	NA	"RDP"
"OTU800"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Phaeosphaeria"	"Phaeosphaeria_sp"	"IDTAXA"
"OTU801"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU802"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS05"	NA	NA	NA	"RDP"
"OTU803"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_pseudomarcescibilis"	"RDP"
"OTU804"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"IDTAXA"
"OTU805"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Parastagonospora"	"Parastagonospora_phragmitis"	"RDP"
"OTU806"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Paracremonium"	"Paracremonium_binnewijzendii"	"RDP"
"OTU807"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaeta"	NA	"RDP"
"OTU808"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	"Spizellomyces"	"Spizellomyces_sp"	"IDTAXA"
"OTU809"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Bulleribasidiaceae"	"Vishniacozyma"	"Vishniacozyma_tephrensis"	"IDTAXA"
"OTU810"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	NA	NA	NA	"IDTAXA"
"OTU811"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU812"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_rosae"	"IDTAXA"
"OTU813"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU814"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU815"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU816"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU817"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU818"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	NA	NA	NA	NA	"RDP"
"OTU819"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU820"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU821"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS11"	NA	NA	NA	"RDP"
"OTU822"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU823"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Dictyosporiaceae"	"Pseudocoleophoma"	NA	"IDTAXA"
"OTU824"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_sp"	"IDTAXA"
"OTU825"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	NA	NA	NA	"RDP"
"OTU826"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Ganodermataceae"	"Perenniporia"	"Perenniporia_decurrata"	"RDP"
"OTU827"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Periconiaceae"	"Periconia"	"Periconia_cookei"	"IDTAXA"
"OTU828"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_gamsii"	"RDP"
"OTU829"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU830"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU831"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Hymenoscyphus"	"Hymenoscyphus_monticola"	"RDP"
"OTU832"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Lecanorales"	"Haematommataceae"	"Haematomma"	"Haematomma_africanum"	"RDP"
"OTU833"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU834"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU835"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU836"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU837"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU838"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Dermateaceae"	"Oculimacula"	"Oculimacula_yallundae"	"RDP"
"OTU839"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Zopfiella"	"Zopfiella_sp"	"IDTAXA"
"OTU840"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU841"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"	"RDP"
"OTU842"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU843"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU844"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU845"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Pseudoanthostomella"	"Pseudoanthostomella_conorum"	"RDP"
"OTU846"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Leptospora"	"Leptospora_rubella"	"IDTAXA"
"OTU847"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU848"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	NA	NA	NA	"RDP"
"OTU849"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU850"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU851"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU852"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU853"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_arrhenii"	"RDP"
"OTU854"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_polonicum"	"RDP"
"OTU855"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_aerugineum"	"RDP"
"OTU856"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_elongatula"	"RDP"
"OTU857"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU858"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Pezizella"	"Pezizella_epithallina"	"RDP"
"OTU859"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	NA	"RDP"
"OTU860"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariales_fam_Incertae_sedis"	"Anungitiomyces"	"Anungitiomyces_stellenboschiensis"	"RDP"
"OTU861"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU862"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	NA	NA	NA	"IDTAXA"
"OTU863"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	NA	NA	NA	"IDTAXA"
"OTU864"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Nectriaceae"	"Mariannaea"	"Mariannaea_fusiformis"	"RDP"
"OTU865"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Clavicipitaceae"	"Metarhizium"	"Metarhizium_frigidum"	"RDP"
"OTU866"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU867"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU868"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU869"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenaceae"	NA	NA	"RDP"
"OTU870"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Nidulariaceae"	"Cyathus"	"Cyathus_stercoreus"	"RDP"
"OTU871"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_pyriforme"	"RDP"
"OTU872"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Psathyrella"	"Psathyrella_panaeoloides"	"RDP"
"OTU873"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU874"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU875"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU876"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	NA	NA	NA	NA	"RDP"
"OTU877"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_striaepes"	"RDP"
"OTU878"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU879"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU880"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU881"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU882"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_papillata"	"RDP"
"OTU883"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU884"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	NA	NA	"RDP"
"OTU885"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU886"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	NA	NA	"IDTAXA"
"OTU887"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU888"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Hyaloscyphaceae"	"Cistella"	"Cistella_sp"	"IDTAXA"
"OTU889"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU890"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU891"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"RDP"
"OTU892"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"Paraphoma_sp"	"IDTAXA"
"OTU893"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU894"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU895"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU896"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	"Orbiliaceae"	NA	NA	"IDTAXA"
"OTU897"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	NA	NA	NA	"IDTAXA"
"OTU898"	"Fungi"	"Chytridiomycota"	"Rhizophlyctidomycetes"	"Rhizophlyctidales"	"Rhizophlyctidaceae"	"Rhizophlyctis"	"Rhizophlyctis_rosea"	"IDTAXA"
"OTU899"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU900"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	NA	NA	NA	"IDTAXA"
"OTU901"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU902"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU903"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Hypocreales_fam_Incertae_sedis"	"Acremonium"	"Acremonium_spinosum"	"RDP"
"OTU904"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU905"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU906"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	"Coprinopsis_friesii"	"IDTAXA"
"OTU907"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU908"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	NA	NA	"RDP"
"OTU909"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU910"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Phanerochaetaceae"	"Phlebiopsis"	NA	"RDP"
"OTU911"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS05"	NA	NA	NA	"RDP"
"OTU912"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU913"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU914"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Chaetosphaeriales"	"Chaetosphaeriaceae"	"Chloridium"	"Chloridium_aseptatum"	"RDP"
"OTU915"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU916"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Filobasidiales"	"Filobasidiaceae"	"Filobasidium"	NA	"IDTAXA"
"OTU917"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	"Coniochaetaceae"	"Coniochaeta"	NA	"IDTAXA"
"OTU918"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU919"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU920"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Curvularia"	"Curvularia_inaequalis"	"RDP"
"OTU921"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Chaetothyriaceae"	NA	NA	"RDP"
"OTU922"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Gymnoascaceae"	NA	NA	"IDTAXA"
"OTU923"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascales_fam_Incertae_sedis"	"Seychellomyces"	"Seychellomyces_hexagonus"	"RDP"
"OTU924"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Powellomycetaceae"	"Powellomyces"	"Powellomyces_sp"	"IDTAXA"
"OTU925"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA	"IDTAXA"
"OTU926"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"IDTAXA"
"OTU927"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU928"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	NA	"IDTAXA"
"OTU929"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Auriculariales"	"Auriculariales_fam_Incertae_sedis"	"Oliveonia"	"Oliveonia_pauxilla"	"RDP"
"OTU930"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS07"	NA	NA	NA	"RDP"
"OTU931"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"RDP"
"OTU932"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pyronemataceae"	NA	NA	"RDP"
"OTU933"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU934"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Phanerochaetaceae"	"Phlebiopsis"	NA	"RDP"
"OTU935"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU936"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	"Onygenaceae"	NA	NA	"RDP"
"OTU937"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU938"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU939"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU940"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Botryosphaeriales"	"Botryosphaeriaceae"	"Macrophomina"	"Macrophomina_phaseolina"	"RDP"
"OTU941"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU942"	"Fungi"	"Rozellomycota"	"Rozellomycotina_cls_Incertae_sedis"	"GS11"	NA	NA	NA	"IDTAXA"
"OTU943"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Inocybaceae"	"Pellidiscus"	"Pellidiscus_pallidus"	"IDTAXA"
"OTU944"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
