"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"classifier"
"OTU1797"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_papillata"	"RDP"
"OTU1798"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Coemansia"	"Coemansia_furcata"	"RDP"
"OTU1799"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Inocybaceae"	"Inocybe"	NA	"RDP"
"OTU1800"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1801"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_xerophilus"	"RDP"
"OTU1802"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Glomerellaceae"	"Colletotrichum"	"Colletotrichum_hemerocallidis"	"RDP"
"OTU1803"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Agaricaceae"	"Tulostoma"	"Tulostoma_brumale"	"RDP"
"OTU1804"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Pterulaceae"	"Pterula"	NA	"RDP"
"OTU1805"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1806"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1807"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU1808"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU1809"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Entolomataceae"	"Entoloma"	"Entoloma_neglectum"	"RDP"
"OTU1810"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1811"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascales_fam_Incertae_sedis"	"Cephalotrichiella"	"Cephalotrichiella_penicillata"	"RDP"
"OTU1812"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU1813"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Serendipitaceae"	NA	NA	"RDP"
"OTU1814"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	"Sympoventuriaceae"	"Ochroconis"	"Ochroconis_sp"	"IDTAXA"
"OTU1815"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1816"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1817"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1818"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1819"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1820"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1821"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	"Chromelosporium"	"Chromelosporium_macrospermum"	"IDTAXA"
"OTU1822"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Glomus"	"Glomus_indicum"	"RDP"
"OTU1823"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Diaporthales"	"Pseudoplagiostomataceae"	"Pseudoplagiostoma"	"Pseudoplagiostoma_myracrodruonis"	"RDP"
"OTU1824"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_gamsii"	"RDP"
"OTU1825"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Coniochaetales"	"Coniochaetaceae"	NA	NA	"IDTAXA"
"OTU1826"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Phialophora"	"Phialophora_mustea"	"RDP"
"OTU1827"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1828"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU1829"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_ambigua"	"IDTAXA"
"OTU1830"	"Fungi"	"Chytridiomycota"	"Rhizophydiomycetes"	"Rhizophydiales"	"Rhizophydiaceae"	"Rhizophydium"	NA	"RDP"
"OTU1831"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Chaetosphaeriales"	"Chaetosphaeriaceae"	"Chloridium"	NA	"RDP"
"OTU1832"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1833"	"Fungi"	"Kickxellomycota"	"Kickxellomycetes"	"Kickxellales"	"Kickxellaceae"	"Spiromyces"	NA	"RDP"
"OTU1834"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	NA	"RDP"
"OTU1835"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1836"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Verrucaria"	"Verrucaria_macrostoma"	"RDP"
"OTU1837"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU1838"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1839"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1840"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA	"RDP"
"OTU1841"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Ceratobasidiaceae"	NA	NA	"IDTAXA"
"OTU1842"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	"Olpidium"	"Olpidium_brassicae"	"RDP"
"OTU1843"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Atheliales"	"Atheliaceae"	NA	NA	"RDP"
"OTU1844"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1845"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1846"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1847"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Arrhenia"	"Arrhenia_acerosa"	"RDP"
"OTU1848"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1849"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Phaffomycetaceae"	"Barnettozyma"	"Barnettozyma_vustinii"	"RDP"
"OTU1850"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1851"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Neoascochyta"	"Neoascochyta_rosicola"	"RDP"
"OTU1852"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1853"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	"Leucosporidiaceae"	"Leucosporidium"	"Leucosporidium_drummii"	"IDTAXA"
"OTU1854"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1855"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Chaetomiaceae"	"Chaetomium"	NA	"IDTAXA"
"OTU1856"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1857"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Stachybotryaceae"	"Striaticonidium"	"Striaticonidium_cinctum"	"RDP"
"OTU1858"	"Fungi"	"Glomeromycota"	"Archaeosporomycetes"	"Archaeosporales"	"Archaeosporaceae"	NA	NA	"RDP"
"OTU1859"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU1860"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1861"	"Fungi"	"Mucoromycota"	"Mucoromycetes"	"Mucorales"	"Rhizopodaceae"	"Rhizopus"	"Rhizopus_arrhizus"	"RDP"
"OTU1862"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	NA	"RDP"
"OTU1863"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Parasola"	"Parasola_auricoma"	"RDP"
"OTU1864"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_bonariae"	"IDTAXA"
"OTU1865"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1866"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1867"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU1868"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1869"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1870"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_angusta"	"RDP"
"OTU1871"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Cystofilobasidiales"	"Cystofilobasidiaceae"	"Cystofilobasidium"	"Cystofilobasidium_capitatum"	"IDTAXA"
"OTU1872"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1873"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1874"	"Fungi"	"Basidiomycota"	"Exobasidiomycetes"	"Entylomatales"	"Entylomataceae"	"Entyloma"	"Entyloma_microsporum"	"RDP"
"OTU1875"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Drechslera"	"Drechslera_sp"	"IDTAXA"
"OTU1876"	"Fungi"	"Ascomycota"	"Laboulbeniomycetes"	"Pyxidiophorales"	"Pyxidiophoraceae"	"Pyxidiophora"	"Pyxidiophora_arvernensis"	"RDP"
"OTU1877"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1878"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Phaeomoniellales"	"Celotheliaceae"	NA	NA	"RDP"
"OTU1879"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	"Arthrinium_puccinioides"	"RDP"
"OTU1880"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1881"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Russulales"	"Russulaceae"	"Russula"	"Russula_densifolia"	"RDP"
"OTU1882"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1883"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1884"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Xylariaceae"	"Clypeosphaeria"	"Clypeosphaeria_oleae"	"RDP"
"OTU1885"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Podospora"	"Podospora_sp"	"IDTAXA"
"OTU1886"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Plectosphaerellaceae"	NA	NA	"RDP"
"OTU1887"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Cephalotrichum"	"Cephalotrichum_stemonitis"	"RDP"
"OTU1888"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1889"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA	"RDP"
"OTU1890"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1891"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1892"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Triangularia"	"Triangularia_longicaudata"	"RDP"
"OTU1893"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1894"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	NA	NA	"RDP"
"OTU1895"	"Fungi"	"Ascomycota"	"Leotiomycetes"	NA	NA	NA	NA	"RDP"
"OTU1896"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	"Verrucariaceae"	"Verrucaria"	"Verrucaria_macrostoma"	"RDP"
"OTU1897"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Bryoscyphus"	"Bryoscyphus_phascoides"	"RDP"
"OTU1898"	"Fungi"	"Basidiomycota"	"Agaricostilbomycetes"	"Agaricostilbales"	"Chionosphaeraceae"	"Kurtzmanomyces"	"Kurtzmanomyces_tardus"	"RDP"
"OTU1899"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1900"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Candida"	"Candida_sp"	"IDTAXA"
"OTU1901"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Didymosphaeria"	"Didymosphaeria_variabile"	"RDP"
"OTU1902"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1903"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1904"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1905"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1906"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1907"	"Fungi"	"Mucoromycota"	"Mucoromycetes"	"Mucorales"	"Cunninghamellaceae"	"Absidia"	NA	"RDP"
"OTU1908"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_laccatum"	"RDP"
"OTU1909"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1910"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1911"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Trechisporales"	NA	NA	NA	"RDP"
"OTU1912"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1913"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1914"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA	"RDP"
"OTU1915"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	NA	NA	NA	"RDP"
"OTU1916"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Caliciales"	"Physciaceae"	"Phaeophyscia"	"Phaeophyscia_sciastra"	"IDTAXA"
"OTU1917"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1918"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1919"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Glomerellales"	"Glomerellaceae"	"Colletotrichum"	"Colletotrichum_tofieldiae"	"RDP"
"OTU1920"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1921"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	NA	NA	NA	"IDTAXA"
"OTU1922"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1923"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1924"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Hymenogastraceae"	"Hebeloma"	"Hebeloma_laterinum"	"IDTAXA"
"OTU1925"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1926"	"Fungi"	"Ascomycota"	"Pezizomycetes"	"Pezizales"	"Pezizaceae"	NA	NA	"RDP"
"OTU1927"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1928"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1929"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1930"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Piptocephalis"	"Piptocephalis_fimbriata"	"IDTAXA"
"OTU1931"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU1932"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1933"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1934"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Nidulariaceae"	"Cyathus"	"Cyathus_olla"	"RDP"
"OTU1935"	"Fungi"	"Chytridiomycota"	"Spizellomycetes"	"Spizellomycetales"	"Spizellomycetaceae"	NA	NA	"RDP"
"OTU1936"	"Fungi"	"Olpidiomycota"	"Olpidiomycetes"	"Olpidiales"	"Olpidiaceae"	NA	NA	"RDP"
"OTU1937"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA	"RDP"
"OTU1938"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1939"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Ophiosphaerella"	"Ophiosphaerella_aquatica"	"RDP"
"OTU1940"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1941"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Paraphaeosphaeria"	"Paraphaeosphaeria_parmeliae"	"RDP"
"OTU1942"	"Fungi"	"Chytridiomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1943"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1944"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1945"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1946"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"RDP"
"OTU1947"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	NA	NA	NA	"IDTAXA"
"OTU1948"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Diversisporales"	"Diversisporaceae"	"Diversispora"	"Diversispora_sp"	"IDTAXA"
"OTU1949"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA	"IDTAXA"
"OTU1950"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetales_fam_Incertae_sedis"	"Candida"	"Candida_kruisii"	"RDP"
"OTU1951"	"Fungi"	"Kickxellomycota"	"GS19"	"GS19"	NA	NA	NA	"RDP"
"OTU1952"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1953"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1954"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA	"RDP"
"OTU1955"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	NA	NA	NA	"IDTAXA"
"OTU1956"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1957"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Leucosporidiales"	"Leucosporidiaceae"	"Leucosporidium"	NA	"IDTAXA"
"OTU1958"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Agaricaceae"	NA	NA	"RDP"
"OTU1959"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Fomitopsidaceae"	"Postia"	"Postia_simulans"	"RDP"
"OTU1960"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Chaetosphaeriales"	"Chaetosphaeriaceae"	"Chloridium"	NA	"RDP"
"OTU1961"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1962"	"Fungi"	"Zoopagomycota"	"Zoopagomycetes"	"Zoopagales"	"Piptocephalidaceae"	"Syncephalis"	"Syncephalis_sp"	"IDTAXA"
"OTU1963"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Microascales"	"Microascaceae"	"Scedosporium"	"Scedosporium_aurantiacum"	"RDP"
"OTU1964"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1965"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1966"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1967"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1968"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	NA	NA	NA	NA	"RDP"
"OTU1969"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1970"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Bryoscyphus"	"Bryoscyphus_phascoides"	"RDP"
"OTU1971"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_maculata"	"RDP"
"OTU1972"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Bolbitiaceae"	"Conocybe"	"Conocybe_vestita"	"RDP"
"OTU1973"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	NA	NA	NA	NA	"IDTAXA"
"OTU1974"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Polyporales"	"Phanerochaetaceae"	"Bjerkandera"	"Bjerkandera_adusta"	"RDP"
"OTU1975"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1976"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1977"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1978"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1979"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Xenoramularia"	"Xenoramularia_neerlandica"	"RDP"
"OTU1980"	"Fungi"	NA	NA	NA	NA	NA	NA	"IDTAXA"
"OTU1981"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1982"	"Fungi"	"Chytridiomycota"	"Lobulomycetes"	NA	NA	NA	NA	"RDP"
"OTU1983"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1984"	"Fungi"	"Ascomycota"	"Orbiliomycetes"	"Orbiliales"	NA	NA	NA	"RDP"
"OTU1985"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Extremaceae"	"Extremus"	"Extremus_sp"	"IDTAXA"
"OTU1986"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	NA	NA	"RDP"
"OTU1987"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1988"	"Fungi"	"Chytridiomycota"	"Chytridiomycetes"	"Chytridiales"	"Chytridiaceae"	"Chytridium"	NA	"RDP"
"OTU1989"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU1990"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1991"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1992"	"Fungi"	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1993"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1994"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1995"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU1996"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1997"	"Fungi"	"Zoopagomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU1998"	NA	NA	NA	NA	NA	NA	NA	"RDP"
"OTU1999"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Tulasnellaceae"	"Tulasnella"	NA	"RDP"
"OTU2000"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	NA	"RDP"
"OTU2001"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2002"	"Fungi"	"Monoblepharomycota"	NA	NA	NA	NA	NA	"RDP"
"OTU2003"	"Fungi"	"Glomeromycota"	"Paraglomeromycetes"	"Paraglomerales"	"Paraglomeraceae"	"Paraglomus"	"Paraglomus_sp"	"IDTAXA"
"OTU2004"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2005"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_sp"	"IDTAXA"
"OTU2006"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	NA	"RDP"
"OTU2007"	"Fungi"	"Glomeromycota"	"Glomeromycetes"	"Glomerales"	"Glomeraceae"	"Dominikia"	NA	"RDP"
"OTU2008"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Cantharellales"	"Tulasnellaceae"	"Tulasnella"	NA	"RDP"
